,vorname,anzahl,geschlecht,bezirke,name length
525,Leonor,3,w,friedrichshain-kreuzberg,6
526,Abdurrahman,3,m,friedrichshain-kreuzberg,11
527,Liah,3,w,friedrichshain-kreuzberg,4
528,Aleksander,3,m,friedrichshain-kreuzberg,10
529,Lila,3,w,friedrichshain-kreuzberg,4
530,Alexis,3,m,friedrichshain-kreuzberg,6
531,Lilian,3,w,friedrichshain-kreuzberg,6
532,Amar,3,m,friedrichshain-kreuzberg,4
533,Liliana,3,w,friedrichshain-kreuzberg,7
534,Amon,3,m,friedrichshain-kreuzberg,4
535,Lilli,3,w,friedrichshain-kreuzberg,5
536,An,3,m,friedrichshain-kreuzberg,2
537,Lilou,3,w,friedrichshain-kreuzberg,5
538,Andy,3,m,friedrichshain-kreuzberg,4
539,Lily,3,w,friedrichshain-kreuzberg,4
540,Armin,3,m,friedrichshain-kreuzberg,5
541,Linn,3,w,friedrichshain-kreuzberg,4
542,Augustin,3,m,friedrichshain-kreuzberg,8
543,Linnea,3,w,friedrichshain-kreuzberg,6
544,Ayaz,3,m,friedrichshain-kreuzberg,4
545,Lisbeth,3,w,friedrichshain-kreuzberg,7
546,Baran,3,m,friedrichshain-kreuzberg,5
547,Livia,3,w,friedrichshain-kreuzberg,5
548,Bastian,3,m,friedrichshain-kreuzberg,7
549,Luca,3,w,friedrichshain-kreuzberg,4
550,Bennet,3,m,friedrichshain-kreuzberg,6
551,Lydia,3,w,friedrichshain-kreuzberg,5
552,Carlos,3,m,friedrichshain-kreuzberg,6
553,Margarete,3,w,friedrichshain-kreuzberg,9
554,Charlie,3,m,friedrichshain-kreuzberg,7
555,Marianna,3,w,friedrichshain-kreuzberg,8
556,Collin,3,m,friedrichshain-kreuzberg,6
557,Martina,3,w,friedrichshain-kreuzberg,7
558,Davis,3,m,friedrichshain-kreuzberg,5
559,May,3,w,friedrichshain-kreuzberg,3
560,Deniz,3,m,friedrichshain-kreuzberg,5
561,Meta,3,w,friedrichshain-kreuzberg,4
562,Devran,3,m,friedrichshain-kreuzberg,6
563,Minna,3,w,friedrichshain-kreuzberg,5
564,Diego,3,m,friedrichshain-kreuzberg,5
565,Minu,3,w,friedrichshain-kreuzberg,4
566,Dieter,3,m,friedrichshain-kreuzberg,6
567,Miral,3,w,friedrichshain-kreuzberg,5
568,Eddie,3,m,friedrichshain-kreuzberg,5
569,Miriam,3,w,friedrichshain-kreuzberg,6
570,Eduard,3,m,friedrichshain-kreuzberg,6
571,My,3,w,friedrichshain-kreuzberg,2
572,Eli,3,m,friedrichshain-kreuzberg,3
573,Nadine,3,w,friedrichshain-kreuzberg,6
574,Elijah,3,m,friedrichshain-kreuzberg,6
575,Naz,3,w,friedrichshain-kreuzberg,3
576,Elliott,3,m,friedrichshain-kreuzberg,7
577,Noemi,3,w,friedrichshain-kreuzberg,5
578,Ernesto,3,m,friedrichshain-kreuzberg,7
579,Nuray,3,w,friedrichshain-kreuzberg,5
580,Eymen,3,m,friedrichshain-kreuzberg,5
581,Nuria,3,w,friedrichshain-kreuzberg,5
582,Fernando,3,m,friedrichshain-kreuzberg,8
583,Petra,3,w,friedrichshain-kreuzberg,5
584,Fridolin,3,m,friedrichshain-kreuzberg,8
585,Phuong,3,w,friedrichshain-kreuzberg,6
586,Fynn,3,m,friedrichshain-kreuzberg,4
587,Pina,3,w,friedrichshain-kreuzberg,4
588,Georg,3,m,friedrichshain-kreuzberg,5
589,Rana,3,w,friedrichshain-kreuzberg,4
590,Gerhard,3,m,friedrichshain-kreuzberg,7
591,Rayan,3,w,friedrichshain-kreuzberg,5
592,Gregor,3,m,friedrichshain-kreuzberg,6
593,Rita,3,w,friedrichshain-kreuzberg,4
594,Halil,3,m,friedrichshain-kreuzberg,5
595,Ruby,3,w,friedrichshain-kreuzberg,4
596,Hans,3,m,friedrichshain-kreuzberg,4
597,Safiya,3,w,friedrichshain-kreuzberg,6
598,Hasan,3,m,friedrichshain-kreuzberg,5
599,Samira,3,w,friedrichshain-kreuzberg,6
600,Heinrich,3,m,friedrichshain-kreuzberg,8
601,Selina,3,w,friedrichshain-kreuzberg,6
602,Hubert,3,m,friedrichshain-kreuzberg,6
603,Sena,3,w,friedrichshain-kreuzberg,4
604,Hüseyin,3,m,friedrichshain-kreuzberg,7
605,Sham,3,w,friedrichshain-kreuzberg,4
606,Hưng,3,m,friedrichshain-kreuzberg,4
607,Shirin,3,w,friedrichshain-kreuzberg,6
608,İbrahim,3,m,friedrichshain-kreuzberg,7
609,Su,3,w,friedrichshain-kreuzberg,2
610,Ilias,3,m,friedrichshain-kreuzberg,5
611,Sultan,3,w,friedrichshain-kreuzberg,6
612,Ilyas,3,m,friedrichshain-kreuzberg,5
613,Susanne,3,w,friedrichshain-kreuzberg,7
614,Ion,3,m,friedrichshain-kreuzberg,3
615,Suzanne,3,w,friedrichshain-kreuzberg,7
616,Jari,3,m,friedrichshain-kreuzberg,4
617,Tamara,3,w,friedrichshain-kreuzberg,6
618,Jaromir,3,m,friedrichshain-kreuzberg,7
619,Tara,3,w,friedrichshain-kreuzberg,4
620,Jason,3,m,friedrichshain-kreuzberg,5
621,Thư,3,w,friedrichshain-kreuzberg,3
622,Johan,3,m,friedrichshain-kreuzberg,5
623,Tina,3,w,friedrichshain-kreuzberg,4
624,Kaan,3,m,friedrichshain-kreuzberg,4
625,Toni,3,w,friedrichshain-kreuzberg,4
626,Kaspar,3,m,friedrichshain-kreuzberg,6
627,Valerie,3,w,friedrichshain-kreuzberg,7
628,Kerem,3,m,friedrichshain-kreuzberg,5
629,Wanda,3,w,friedrichshain-kreuzberg,5
630,Khalil,3,m,friedrichshain-kreuzberg,6
631,Wilhelmine,3,w,friedrichshain-kreuzberg,10
632,Khánh,3,m,friedrichshain-kreuzberg,5
633,Xezal,3,w,friedrichshain-kreuzberg,5
634,Kolja,3,m,friedrichshain-kreuzberg,5
635,Yaren,3,w,friedrichshain-kreuzberg,5
636,Lars,3,m,friedrichshain-kreuzberg,4
637,Zahra,3,w,friedrichshain-kreuzberg,5
638,Lasse,3,m,friedrichshain-kreuzberg,5
639,Laurin,3,m,friedrichshain-kreuzberg,6
640,Leif,3,m,friedrichshain-kreuzberg,4
641,Lou,3,m,friedrichshain-kreuzberg,3
642,Ludwig,3,m,friedrichshain-kreuzberg,6
643,Luka,3,m,friedrichshain-kreuzberg,4
644,Lâm,3,m,friedrichshain-kreuzberg,3
645,Majd,3,m,friedrichshain-kreuzberg,4
646,Malte,3,m,friedrichshain-kreuzberg,5
647,Mathis,3,m,friedrichshain-kreuzberg,6
648,Mattheo,3,m,friedrichshain-kreuzberg,7
649,Matthis,3,m,friedrichshain-kreuzberg,7
650,Merdan,3,m,friedrichshain-kreuzberg,6
651,Mert,3,m,friedrichshain-kreuzberg,4
652,Mica,3,m,friedrichshain-kreuzberg,4
653,Michel,3,m,friedrichshain-kreuzberg,6
654,Mikail,3,m,friedrichshain-kreuzberg,6
655,Miko,3,m,friedrichshain-kreuzberg,4
656,Miran,3,m,friedrichshain-kreuzberg,5
657,Miraç,3,m,friedrichshain-kreuzberg,5
658,Mohamed,3,m,friedrichshain-kreuzberg,7
659,Murat,3,m,friedrichshain-kreuzberg,5
660,Nguyên,3,m,friedrichshain-kreuzberg,6
661,Nick,3,m,friedrichshain-kreuzberg,4
662,Niko,3,m,friedrichshain-kreuzberg,4
663,Omran,3,m,friedrichshain-kreuzberg,5
664,Onni,3,m,friedrichshain-kreuzberg,4
665,Onno,3,m,friedrichshain-kreuzberg,4
666,Philip,3,m,friedrichshain-kreuzberg,6
667,Quang,3,m,friedrichshain-kreuzberg,5
668,Rami,3,m,friedrichshain-kreuzberg,4
669,René,3,m,friedrichshain-kreuzberg,4
670,Ricardo,3,m,friedrichshain-kreuzberg,7
671,Sam,3,m,friedrichshain-kreuzberg,3
672,Tayler,3,m,friedrichshain-kreuzberg,6
673,Thành,3,m,friedrichshain-kreuzberg,5
674,Tommy,3,m,friedrichshain-kreuzberg,5
675,Ulrich,3,m,friedrichshain-kreuzberg,6
676,Veit,3,m,friedrichshain-kreuzberg,4
677,Walter,3,m,friedrichshain-kreuzberg,6
678,Wotan,3,m,friedrichshain-kreuzberg,5
679,Abigail,2,w,friedrichshain-kreuzberg,7
680,Adriana,2,w,friedrichshain-kreuzberg,7
681,Agnes,2,w,friedrichshain-kreuzberg,5
682,Aicha,2,w,friedrichshain-kreuzberg,5
683,Alba,2,w,friedrichshain-kreuzberg,4
684,Aleah,2,w,friedrichshain-kreuzberg,5
685,Alexis,2,w,friedrichshain-kreuzberg,6
686,Alicia,2,w,friedrichshain-kreuzberg,6
687,Alin,2,w,friedrichshain-kreuzberg,4
688,Alisha,2,w,friedrichshain-kreuzberg,6
689,Amal,2,w,friedrichshain-kreuzberg,4
690,Amani,2,w,friedrichshain-kreuzberg,5
691,Amara,2,w,friedrichshain-kreuzberg,5
692,Amaris,2,w,friedrichshain-kreuzberg,6
693,Amna,2,w,friedrichshain-kreuzberg,4
694,Ana,2,w,friedrichshain-kreuzberg,3
695,Anissa,2,w,friedrichshain-kreuzberg,6
696,Annabelle,2,w,friedrichshain-kreuzberg,9
697,Annamaria,2,w,friedrichshain-kreuzberg,9
698,Annie,2,w,friedrichshain-kreuzberg,5
699,Anuk,2,w,friedrichshain-kreuzberg,4
700,Ariana,2,w,friedrichshain-kreuzberg,6
701,Asmin,2,w,friedrichshain-kreuzberg,5
702,Aurelia,2,w,friedrichshain-kreuzberg,7
703,Aya,2,w,friedrichshain-kreuzberg,3
704,Ayan,2,w,friedrichshain-kreuzberg,4
705,Bahar,2,w,friedrichshain-kreuzberg,5
706,Bianca,2,w,friedrichshain-kreuzberg,6
707,Büşra,2,w,friedrichshain-kreuzberg,5
708,Camilla,2,w,friedrichshain-kreuzberg,7
709,Celina,2,w,friedrichshain-kreuzberg,6
710,Cennet,2,w,friedrichshain-kreuzberg,6
711,Charlie,2,w,friedrichshain-kreuzberg,7
712,Charlott,2,w,friedrichshain-kreuzberg,8
713,Chiara,2,w,friedrichshain-kreuzberg,6
714,Christiana,2,w,friedrichshain-kreuzberg,10
715,Christiane,2,w,friedrichshain-kreuzberg,10
716,Clementine,2,w,friedrichshain-kreuzberg,10
717,Cosima,2,w,friedrichshain-kreuzberg,6
718,Daniela,2,w,friedrichshain-kreuzberg,7
719,Daria,2,w,friedrichshain-kreuzberg,5
720,Aki,2,m,friedrichshain-kreuzberg,3
721,Dilan,2,w,friedrichshain-kreuzberg,5
722,Akim,2,m,friedrichshain-kreuzberg,4
723,Dilara,2,w,friedrichshain-kreuzberg,6
724,Alejandro,2,m,friedrichshain-kreuzberg,9
725,Divine,2,w,friedrichshain-kreuzberg,6
726,Alexandre,2,m,friedrichshain-kreuzberg,9
727,Diệp,2,w,friedrichshain-kreuzberg,4
728,Alfons,2,m,friedrichshain-kreuzberg,6
729,Duong,2,w,friedrichshain-kreuzberg,5
730,Alfred,2,m,friedrichshain-kreuzberg,6
731,Ebrar,2,w,friedrichshain-kreuzberg,5
732,Aliev,2,m,friedrichshain-kreuzberg,5
733,Eleonore,2,w,friedrichshain-kreuzberg,8
734,Alp,2,m,friedrichshain-kreuzberg,3
735,Elfriede,2,w,friedrichshain-kreuzberg,8
736,Alvar,2,m,friedrichshain-kreuzberg,5
737,Elin,2,w,friedrichshain-kreuzberg,4
738,Alvin,2,m,friedrichshain-kreuzberg,5
739,Eliza,2,w,friedrichshain-kreuzberg,5
740,Amaru,2,m,friedrichshain-kreuzberg,5
741,Else,2,w,friedrichshain-kreuzberg,4
742,Angelo,2,m,friedrichshain-kreuzberg,6
743,Ema,2,w,friedrichshain-kreuzberg,3
744,Anik,2,m,friedrichshain-kreuzberg,4
745,Emelie,2,w,friedrichshain-kreuzberg,6
746,Ansgar,2,m,friedrichshain-kreuzberg,6
747,Emine,2,w,friedrichshain-kreuzberg,5
748,Antoni,2,m,friedrichshain-kreuzberg,6
749,Emmy,2,w,friedrichshain-kreuzberg,4
750,Antonin,2,m,friedrichshain-kreuzberg,7
751,Erna,2,w,friedrichshain-kreuzberg,4
752,Anuk,2,m,friedrichshain-kreuzberg,4
753,Erva,2,w,friedrichshain-kreuzberg,4
754,Aram,2,m,friedrichshain-kreuzberg,4
755,Estelle,2,w,friedrichshain-kreuzberg,7
756,Aras,2,m,friedrichshain-kreuzberg,4
757,Eve,2,w,friedrichshain-kreuzberg,3
758,Arda,2,m,friedrichshain-kreuzberg,4
759,Evi,2,w,friedrichshain-kreuzberg,3
760,Aren,2,m,friedrichshain-kreuzberg,4
761,Ewa,2,w,friedrichshain-kreuzberg,3
762,Ariel,2,m,friedrichshain-kreuzberg,5
763,Eysan,2,w,friedrichshain-kreuzberg,5
764,Arif,2,m,friedrichshain-kreuzberg,4
765,Ezgi,2,w,friedrichshain-kreuzberg,4
766,Arik,2,m,friedrichshain-kreuzberg,4
767,Fabienne,2,w,friedrichshain-kreuzberg,8
768,Armando,2,m,friedrichshain-kreuzberg,7
769,Feline,2,w,friedrichshain-kreuzberg,6
770,Aron,2,m,friedrichshain-kreuzberg,4
771,Feyzi,2,w,friedrichshain-kreuzberg,5
772,Atakan,2,m,friedrichshain-kreuzberg,6
773,Filiz,2,w,friedrichshain-kreuzberg,5
774,Atilla,2,m,friedrichshain-kreuzberg,6
775,Franka,2,w,friedrichshain-kreuzberg,6
776,Avi,2,m,friedrichshain-kreuzberg,3
777,Franziska,2,w,friedrichshain-kreuzberg,9
778,Aviv,2,m,friedrichshain-kreuzberg,4
779,Freya,2,w,friedrichshain-kreuzberg,5
780,Axel,2,m,friedrichshain-kreuzberg,4
781,Gabriela,2,w,friedrichshain-kreuzberg,8
782,Aydin,2,m,friedrichshain-kreuzberg,5
783,Golda,2,w,friedrichshain-kreuzberg,5
784,Aziz,2,m,friedrichshain-kreuzberg,4
785,Grace,2,w,friedrichshain-kreuzberg,5
786,Balthasar,2,m,friedrichshain-kreuzberg,9
787,Gretchen,2,w,friedrichshain-kreuzberg,8
788,Barnabas,2,m,friedrichshain-kreuzberg,8
789,Grete,2,w,friedrichshain-kreuzberg,5
790,Benno,2,m,friedrichshain-kreuzberg,5
791,Gül,2,w,friedrichshain-kreuzberg,3
792,Björn,2,m,friedrichshain-kreuzberg,5
793,Gülsüm,2,w,friedrichshain-kreuzberg,6
794,Boris,2,m,friedrichshain-kreuzberg,5
795,Habiba,2,w,friedrichshain-kreuzberg,6
796,Bruce,2,m,friedrichshain-kreuzberg,5
797,Hai,2,w,friedrichshain-kreuzberg,3
798,Camillo,2,m,friedrichshain-kreuzberg,7
799,Hala,2,w,friedrichshain-kreuzberg,4
800,Carsten,2,m,friedrichshain-kreuzberg,7
801,Hanne,2,w,friedrichshain-kreuzberg,5
802,Cemal,2,m,friedrichshain-kreuzberg,5
803,Havva,2,w,friedrichshain-kreuzberg,5
804,Christoph,2,m,friedrichshain-kreuzberg,9
805,Helga,2,w,friedrichshain-kreuzberg,5
806,Christopher,2,m,friedrichshain-kreuzberg,11
807,Hella,2,w,friedrichshain-kreuzberg,5
808,Colin,2,m,friedrichshain-kreuzberg,5
809,Henriette,2,w,friedrichshain-kreuzberg,9
810,Cường,2,m,friedrichshain-kreuzberg,5
811,Hiranur,2,w,friedrichshain-kreuzberg,7
812,Dang,2,m,friedrichshain-kreuzberg,4
813,Hà,2,w,friedrichshain-kreuzberg,2
814,Danny,2,m,friedrichshain-kreuzberg,5
815,Hüma,2,w,friedrichshain-kreuzberg,4
816,Dante,2,m,friedrichshain-kreuzberg,5
817,Ida-Marie,2,w,friedrichshain-kreuzberg,9
818,Darian,2,m,friedrichshain-kreuzberg,6
819,Inci,2,w,friedrichshain-kreuzberg,4
820,Denis,2,m,friedrichshain-kreuzberg,5
821,Ingrid,2,w,friedrichshain-kreuzberg,6
822,Dennis,2,m,friedrichshain-kreuzberg,6
823,Irina,2,w,friedrichshain-kreuzberg,5
824,Derk,2,m,friedrichshain-kreuzberg,4
825,Iris,2,w,friedrichshain-kreuzberg,4
826,Detlef,2,m,friedrichshain-kreuzberg,6
827,Irma,2,w,friedrichshain-kreuzberg,4
828,Dinh,2,m,friedrichshain-kreuzberg,4
829,Ivy,2,w,friedrichshain-kreuzberg,3
830,Donnie,2,m,friedrichshain-kreuzberg,6
831,Janna,2,w,friedrichshain-kreuzberg,5
832,Dylan,2,m,friedrichshain-kreuzberg,5
833,Jeanne,2,w,friedrichshain-kreuzberg,6
834,Eddy,2,m,friedrichshain-kreuzberg,4
835,Jelena,2,w,friedrichshain-kreuzberg,6
836,Ediz,2,m,friedrichshain-kreuzberg,4
837,Jennifer,2,w,friedrichshain-kreuzberg,8
838,Egon,2,m,friedrichshain-kreuzberg,4
839,Jette,2,w,friedrichshain-kreuzberg,5
840,Elion,2,m,friedrichshain-kreuzberg,5
841,Joana,2,w,friedrichshain-kreuzberg,5
842,Elvin,2,m,friedrichshain-kreuzberg,5
843,Jola,2,w,friedrichshain-kreuzberg,4
844,Emanuel,2,m,friedrichshain-kreuzberg,7
845,Joleen,2,w,friedrichshain-kreuzberg,6
846,Emiliano,2,m,friedrichshain-kreuzberg,8
847,Jolina,2,w,friedrichshain-kreuzberg,6
848,Enea,2,m,friedrichshain-kreuzberg,4
849,Joline,2,w,friedrichshain-kreuzberg,6
850,Erol,2,m,friedrichshain-kreuzberg,4
851,Julika,2,w,friedrichshain-kreuzberg,6
852,Faris,2,m,friedrichshain-kreuzberg,5
853,June,2,w,friedrichshain-kreuzberg,4
854,Francesco,2,m,friedrichshain-kreuzberg,9
855,Karoline,2,w,friedrichshain-kreuzberg,8
856,Franciszek,2,m,friedrichshain-kreuzberg,10
857,Kathleen,2,w,friedrichshain-kreuzberg,8
858,Fred,2,m,friedrichshain-kreuzberg,4
859,Katrin,2,w,friedrichshain-kreuzberg,6
860,Fredrik,2,m,friedrichshain-kreuzberg,7
861,Kim,2,w,friedrichshain-kreuzberg,3
862,Furkan,2,m,friedrichshain-kreuzberg,6
863,Kristina,2,w,friedrichshain-kreuzberg,8
864,Gordon,2,m,friedrichshain-kreuzberg,6
865,Lale,2,w,friedrichshain-kreuzberg,4
866,Hakan,2,m,friedrichshain-kreuzberg,5
867,Latifa,2,w,friedrichshain-kreuzberg,6
868,Hanno,2,m,friedrichshain-kreuzberg,5
869,Lavinia,2,w,friedrichshain-kreuzberg,7
870,Harry,2,m,friedrichshain-kreuzberg,5
871,Lee,2,w,friedrichshain-kreuzberg,3
872,Harun,2,m,friedrichshain-kreuzberg,5
873,Leila,2,w,friedrichshain-kreuzberg,5
874,Hassan,2,m,friedrichshain-kreuzberg,6
875,Lejla,2,w,friedrichshain-kreuzberg,5
876,Hendrik,2,m,friedrichshain-kreuzberg,7
877,Lene,2,w,friedrichshain-kreuzberg,4
878,Henning,2,m,friedrichshain-kreuzberg,7
879,Leonore,2,w,friedrichshain-kreuzberg,7
880,Henrik,2,m,friedrichshain-kreuzberg,6
881,Leticia,2,w,friedrichshain-kreuzberg,7
882,Hermann,2,m,friedrichshain-kreuzberg,7
883,Levke,2,w,friedrichshain-kreuzberg,5
884,Hieu,2,m,friedrichshain-kreuzberg,4
885,Liljana,2,w,friedrichshain-kreuzberg,7
886,Hiếu,2,m,friedrichshain-kreuzberg,4
887,Lilo,2,w,friedrichshain-kreuzberg,4
888,Hoang,2,m,friedrichshain-kreuzberg,5
889,Lin,2,w,friedrichshain-kreuzberg,3
890,Ignacio,2,m,friedrichshain-kreuzberg,7
891,Linea,2,w,friedrichshain-kreuzberg,5
892,Ilya,2,m,friedrichshain-kreuzberg,4
893,Liva,2,w,friedrichshain-kreuzberg,4
894,İsmail,2,m,friedrichshain-kreuzberg,6
895,Loreen,2,w,friedrichshain-kreuzberg,6
896,Jack,2,m,friedrichshain-kreuzberg,4
897,Lotti,2,w,friedrichshain-kreuzberg,5
898,Jacob,2,m,friedrichshain-kreuzberg,5
899,Luana,2,w,friedrichshain-kreuzberg,5
900,Jamo,2,m,friedrichshain-kreuzberg,4
901,Lucie,2,w,friedrichshain-kreuzberg,5
902,Janek,2,m,friedrichshain-kreuzberg,5
903,Lucille,2,w,friedrichshain-kreuzberg,7
904,Jannik,2,m,friedrichshain-kreuzberg,6
905,Luzie,2,w,friedrichshain-kreuzberg,5
906,Janosch,2,m,friedrichshain-kreuzberg,7
907,Lyn,2,w,friedrichshain-kreuzberg,3
908,Jaspar,2,m,friedrichshain-kreuzberg,6
909,Lynn,2,w,friedrichshain-kreuzberg,4
910,Javier,2,m,friedrichshain-kreuzberg,6
911,Léa,2,w,friedrichshain-kreuzberg,3
912,Jean,2,m,friedrichshain-kreuzberg,4
913,Madeleine,2,w,friedrichshain-kreuzberg,9
914,Jelle,2,m,friedrichshain-kreuzberg,5
915,Malie,2,w,friedrichshain-kreuzberg,5
916,Jeremy,2,m,friedrichshain-kreuzberg,6
917,Malika,2,w,friedrichshain-kreuzberg,6
918,Joah,2,m,friedrichshain-kreuzberg,4
919,Malin,2,w,friedrichshain-kreuzberg,5
920,Joaquín,2,m,friedrichshain-kreuzberg,7
921,Malu,2,w,friedrichshain-kreuzberg,4
922,Joschua,2,m,friedrichshain-kreuzberg,7
923,Maren,2,w,friedrichshain-kreuzberg,5
924,Jules,2,m,friedrichshain-kreuzberg,5
925,Margareta,2,w,friedrichshain-kreuzberg,9
926,Jusuf,2,m,friedrichshain-kreuzberg,5
927,Mariana,2,w,friedrichshain-kreuzberg,7
928,Kalle,2,m,friedrichshain-kreuzberg,5
929,Marianne,2,w,friedrichshain-kreuzberg,8
930,Kamil,2,m,friedrichshain-kreuzberg,5
931,Mariella,2,w,friedrichshain-kreuzberg,8
932,Karlson,2,m,friedrichshain-kreuzberg,7
933,Marion,2,w,friedrichshain-kreuzberg,6
934,Khaled,2,m,friedrichshain-kreuzberg,6
935,Marlen,2,w,friedrichshain-kreuzberg,6
936,Khang,2,m,friedrichshain-kreuzberg,5
937,Marlena,2,w,friedrichshain-kreuzberg,7
938,Khanh,2,m,friedrichshain-kreuzberg,5
939,Maryam,2,w,friedrichshain-kreuzberg,6
940,Khôi,2,m,friedrichshain-kreuzberg,4
941,Masal,2,w,friedrichshain-kreuzberg,5
942,Kian,2,m,friedrichshain-kreuzberg,4
943,Maxime,2,w,friedrichshain-kreuzberg,6
944,Knut,2,m,friedrichshain-kreuzberg,4
945,Maxine,2,w,friedrichshain-kreuzberg,6
946,Laurence,2,m,friedrichshain-kreuzberg,8
947,Mayra,2,w,friedrichshain-kreuzberg,5
948,Lee,2,m,friedrichshain-kreuzberg,3
949,Medine,2,w,friedrichshain-kreuzberg,6
950,Leevi,2,m,friedrichshain-kreuzberg,5
951,Melike,2,w,friedrichshain-kreuzberg,6
952,Leonel,2,m,friedrichshain-kreuzberg,6
953,Melisa,2,w,friedrichshain-kreuzberg,6
954,Lev,2,m,friedrichshain-kreuzberg,3
955,Meret,2,w,friedrichshain-kreuzberg,5
956,Lewin,2,m,friedrichshain-kreuzberg,5
957,Merve,2,w,friedrichshain-kreuzberg,5
958,Lio,2,m,friedrichshain-kreuzberg,3
959,Mia-Marie,2,w,friedrichshain-kreuzberg,9
960,Lorik,2,m,friedrichshain-kreuzberg,5
961,Mika,2,w,friedrichshain-kreuzberg,4
962,Loris,2,m,friedrichshain-kreuzberg,5
963,Mimi,2,w,friedrichshain-kreuzberg,4
964,Lovis,2,m,friedrichshain-kreuzberg,5
965,Minh,2,w,friedrichshain-kreuzberg,4
966,Lucien,2,m,friedrichshain-kreuzberg,6
967,Monika,2,w,friedrichshain-kreuzberg,6
968,Léon,2,m,friedrichshain-kreuzberg,4
969,Naima,2,w,friedrichshain-kreuzberg,5
970,Lộc,2,m,friedrichshain-kreuzberg,3
971,Najah,2,w,friedrichshain-kreuzberg,5
972,Maik,2,m,friedrichshain-kreuzberg,4
973,Natalie,2,w,friedrichshain-kreuzberg,7
974,Maksim,2,m,friedrichshain-kreuzberg,6
975,Nayla,2,w,friedrichshain-kreuzberg,5
976,Marc,2,m,friedrichshain-kreuzberg,4
977,Nguyễn,2,w,friedrichshain-kreuzberg,6
978,Marian,2,m,friedrichshain-kreuzberg,6
979,Như,2,w,friedrichshain-kreuzberg,3
980,Marko,2,m,friedrichshain-kreuzberg,5
981,Nike,2,w,friedrichshain-kreuzberg,4
982,Marlin,2,m,friedrichshain-kreuzberg,6
983,Nila,2,w,friedrichshain-kreuzberg,4
984,Matei,2,m,friedrichshain-kreuzberg,5
985,Noa,2,w,friedrichshain-kreuzberg,3
986,Matheo,2,m,friedrichshain-kreuzberg,6
987,Nour,2,w,friedrichshain-kreuzberg,4
988,Mathias,2,m,friedrichshain-kreuzberg,7
989,Nova,2,w,friedrichshain-kreuzberg,4
990,Mattia,2,m,friedrichshain-kreuzberg,6
991,Odette,2,w,friedrichshain-kreuzberg,6
992,Maurice,2,m,friedrichshain-kreuzberg,7
993,Ona,2,w,friedrichshain-kreuzberg,3
994,Melih,2,m,friedrichshain-kreuzberg,5
995,Ornella,2,w,friedrichshain-kreuzberg,7
996,Merlin,2,m,friedrichshain-kreuzberg,6
997,Patricia,2,w,friedrichshain-kreuzberg,8
998,Miguel,2,m,friedrichshain-kreuzberg,6
999,Philine,2,w,friedrichshain-kreuzberg,7
1000,Milas,2,m,friedrichshain-kreuzberg,5
1001,Phương,2,w,friedrichshain-kreuzberg,6
1002,Mio,2,m,friedrichshain-kreuzberg,3
1003,Plamenova,2,w,friedrichshain-kreuzberg,9
1004,Mirac,2,m,friedrichshain-kreuzberg,5
1005,Quỳnh,2,w,friedrichshain-kreuzberg,5
1006,Musa,2,m,friedrichshain-kreuzberg,4
1007,Rabia,2,w,friedrichshain-kreuzberg,5
1008,Nahuel,2,m,friedrichshain-kreuzberg,6
1009,Rahel,2,w,friedrichshain-kreuzberg,5
1010,Navid,2,m,friedrichshain-kreuzberg,5
1011,Ramona,2,w,friedrichshain-kreuzberg,6
1012,Neil,2,m,friedrichshain-kreuzberg,4
1013,Ranim,2,w,friedrichshain-kreuzberg,5
1014,Nelson,2,m,friedrichshain-kreuzberg,6
1015,Ravza,2,w,friedrichshain-kreuzberg,5
1016,Nepomuk,2,m,friedrichshain-kreuzberg,7
1017,Rebecca,2,w,friedrichshain-kreuzberg,7
1018,Nguyen,2,m,friedrichshain-kreuzberg,6
1019,Sana,2,w,friedrichshain-kreuzberg,4
1020,Nhật,2,m,friedrichshain-kreuzberg,4
1021,Sascha,2,w,friedrichshain-kreuzberg,6
1022,Niclas,2,m,friedrichshain-kreuzberg,6
1023,Selen,2,w,friedrichshain-kreuzberg,5
1024,Nico,2,m,friedrichshain-kreuzberg,4
1025,Selvira,2,w,friedrichshain-kreuzberg,7
1026,Nicolás,2,m,friedrichshain-kreuzberg,7
1027,Seraphina,2,w,friedrichshain-kreuzberg,9
1028,Nikita,2,m,friedrichshain-kreuzberg,6
1029,Stefania,2,w,friedrichshain-kreuzberg,8
1030,Nikolai,2,m,friedrichshain-kreuzberg,7
1031,Sue,2,w,friedrichshain-kreuzberg,3
1032,Nilo,2,m,friedrichshain-kreuzberg,4
1033,Sunny,2,w,friedrichshain-kreuzberg,5
1034,Nuno,2,m,friedrichshain-kreuzberg,4
1035,Susanna,2,w,friedrichshain-kreuzberg,7
1036,Nuri,2,m,friedrichshain-kreuzberg,4
1037,Sylvia,2,w,friedrichshain-kreuzberg,6
1038,Orhan,2,m,friedrichshain-kreuzberg,5
1039,Tabea,2,w,friedrichshain-kreuzberg,5
1040,Osman,2,m,friedrichshain-kreuzberg,5
1041,Thao,2,w,friedrichshain-kreuzberg,4
1042,Ove,2,m,friedrichshain-kreuzberg,3
1043,Thekla,2,w,friedrichshain-kreuzberg,6
1044,Pablo,2,m,friedrichshain-kreuzberg,5
1045,Therese,2,w,friedrichshain-kreuzberg,7
